CONCISE NET LIST - 1  
UNNAMED_4_8RES_I102_A_6  U3               38       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I102_A_7  RN6              8        8RES-636-413-04,DTG
UNNAMED_4_8RES_I102_A_7  U3               37       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I103_A    RN7              1        8RES-636-413-04,DTG
UNNAMED_4_8RES_I103_A    U3               36       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I103_A_1  RN7              2        8RES-636-413-04,DTG
UNNAMED_4_8RES_I103_A_1  U3               35       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I103_A_2  RN7              3        8RES-636-413-04,DTG
UNNAMED_4_8RES_I103_A_2  U3               33       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I103_A_3  RN7              4        8RES-636-413-04,DTG
UNNAMED_4_8RES_I103_A_3  U3               32       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I103_A_4  RN7              5        8RES-636-413-04,DTG
UNNAMED_4_8RES_I103_A_4  U3               30       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I103_A_5  RN7              6        8RES-636-413-04,DTG
UNNAMED_4_8RES_I103_A_5  U3               29       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I103_A_6  RN7              7        8RES-636-413-04,DTG
UNNAMED_4_8RES_I103_A_6  U3               27       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I103_A_7  RN7              8        8RES-636-413-04,DTG
UNNAMED_4_8RES_I103_A_7  U3               26       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I104_A    RN1              5        8RES-636-413-04,DTG
UNNAMED_4_8RES_I104_A    U1               41       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I104_A_1  RN1              6        8RES-636-413-04,DTG
UNNAMED_4_8RES_I104_A_1  U1               40       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I104_A_2  RN1              7        8RES-636-413-04,DTG
UNNAMED_4_8RES_I104_A_2  U1               38       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I104_A_3  RN1              2        8RES-636-413-04,DTG
UNNAMED_4_8RES_I104_A_3  U1               46       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I104_A_4  RN1              3        8RES-636-413-04,DTG
UNNAMED_4_8RES_I104_A_4  U1               44       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I104_A_5  RN1              4        8RES-636-413-04,DTG
